Time,RO유입압력_PT008,RO처리압력_PT009,RO농축압력_PT010,RO유입압력_PT011,RO압력_RO-TMP,RO유입전도도_EC002,RO처리전도도_EC003,RO유입유량_FT001,RO처리유량_FT002,RO유입적산유량_FI001,RO처리적산유량_FI002,RO유입온도_TT004,ROpH_pH002,ROpH_pH003,RO산화환원전위_ORP001,RO펌프_P001,RO펌프_P002,XV013
10/24/2025 12:16,20.975,0.5625,20.1375,0.4825,9.8675,32250,6470,5.3512,2.6513,125.323,2431.277,24.9063,2.6513,6.9513,24.9063,1.15,27.5576,1
10/24/2025 12:21,20.9875,0.5625,20.1375,0.4825,9.8675,32375,6455,5.3438,2.6513,125.323,2431.498,24.9188,2.6513,6.9513,24.9188,1.15,27.5701,1
10/24/2025 12:26,20.975,0.6,20.1375,0.52,9.84875,32400,6480,5.3438,2.6513,125.323,2431.72,24.95,2.6513,6.9513,24.95,1.15,27.6013,1
10/24/2025 12:31,20.9875,0.5625,20.1375,0.4825,9.8675,32400,6470,5.3512,2.6513,125.323,2431.941,24.9625,2.6513,6.9513,24.9625,1.15,27.6138,1
10/24/2025 12:36,20.975,0.575,20.1375,0.495,9.86125,32425,6480,5.3438,2.6513,125.323,2432.162,24.975,2.6513,6.9513,24.975,1.15,27.6263,1
10/24/2025 12:41,20.975,0.5625,20.1375,0.4825,9.8675,32400,6460,5.3438,2.6437,125.323,2432.382,25.0125,2.6437,6.9437,25.0125,1.15,27.6562,1
10/24/2025 12:46,20.975,0.6,20.125,0.52,9.8425,32375,6470,5.3438,2.64,125.323,2432.602,25.0188,2.64,6.94,25.0188,1.15,27.6588,1
10/24/2025 12:51,20.975,0.5625,20.1375,0.4825,9.8675,32325,6470,5.34,2.6437,125.323,2432.823,25.025,2.6437,6.9437,25.025,1.15,27.6687,1
10/24/2025 12:56,20.975,0.575,20.125,0.495,9.855,32325,6470,5.3362,2.64,125.323,2433.043,25.0313,2.64,6.94,25.0313,1.15,27.6713,1
10/24/2025 13:01,20.95,0.6,20.125,0.52,9.8425,32450,6475,5.3213,2.64,125.323,2433.264,25.05,2.64,6.94,25.05,1.15,27.69,1
10/24/2025 13:06,20.9375,0.575,20.1125,0.495,9.84875,32450,6505,5.3362,2.6325,125.323,2433.483,25.0875,2.6325,6.9325,25.0875,1.15,27.72,1
10/24/2025 13:11,20.975,0.575,20.125,0.495,9.855,32425,6485,5.3325,2.64,125.323,2433.703,25.075,2.64,6.94,25.075,1.15,27.715,1
10/24/2025 13:16,20.95,0.5625,20.125,0.4825,9.86125,32475,6485,5.3362,2.625,125.323,2433.923,25.1,2.625,6.925,25.1,1.15,27.725,1
10/24/2025 13:21,20.9375,0.575,20.125,0.495,9.855,32425,6510,5.3213,2.6325,125.323,2434.142,25.1188,2.6325,6.9325,25.1188,1.15,27.7513,1
10/24/2025 13:26,20.925,0.6,20.1125,0.52,9.83625,32450,6510,5.3213,2.625,125.323,2434.361,25.1313,2.625,6.925,25.1313,1.15,27.7563,1
10/24/2025 13:31,20.9375,0.6,20.1125,0.52,9.83625,32400,6485,5.3137,2.625,125.323,2434.581,25.1438,2.625,6.925,25.1438,1.15,27.7688,1
10/24/2025 13:36,20.9375,0.575,20.125,0.495,9.855,32475,6495,5.3213,2.6212,125.323,2434.8,25.1625,2.6212,6.9212,25.1625,1.15,27.7837,1
10/24/2025 13:41,20.925,0.6,20.125,0.52,9.8425,32425,6525,5.3137,2.6212,125.323,2435.019,25.1813,2.6212,6.9212,25.1813,1.15,27.8025,1
10/24/2025 13:46,2.3875,0.5,2.2375,0.42,0.94875,32325,710,0,0.2437,125.323,2435.209,25.175,0.2437,4.5437,25.175,1.15,25.4187,1
10/27/2025 8:04,21.1875,0.6875,20.175,0.6075,9.82375,32775,6505,5.4112,2.6963,125.323,2436.949,20.4813,2.6963,6.9963,20.4813,1.15,23.1776,1
10/27/2025 8:09,21.2,0.6375,20.225,0.5575,9.87375,32800,6615,5.37,2.6437,125.323,2437.171,20.525,2.6437,6.9437,20.525,1.15,23.1687,1
10/27/2025 8:14,21.2,0.6625,20.225,0.5825,9.86125,32675,6545,5.3438,2.6212,125.323,2437.391,20.4813,2.6212,6.9212,20.4813,1.15,23.1025,1
10/27/2025 8:19,21.2,0.6375,20.2,0.5575,9.86125,32825,6505,5.3137,2.6062,125.323,2437.609,20.4875,2.6062,6.9062,20.4875,1.15,23.0937,1
10/27/2025 8:24,21.1875,0.6625,20.1875,0.5825,9.8425,32700,6450,5.3062,2.5913,125.323,2437.825,20.5125,2.5913,6.8913,20.5125,1.15,23.1038,1
10/27/2025 8:29,21.175,0.625,20.1875,0.545,9.86125,32650,6405,5.2988,2.5762,125.323,2438.041,20.525,2.5762,6.8762,20.525,1.15,23.1012,1
10/27/2025 8:34,21.15,0.625,20.175,0.545,9.855,32675,6355,5.28,2.565,125.323,2438.255,20.5688,2.565,6.865,20.5688,1.15,23.1338,1
10/27/2025 8:39,21.1375,0.6375,20.1875,0.5575,9.855,32775,6350,5.28,2.5575,125.323,2438.469,20.5938,2.5575,6.8575,20.5938,1.15,23.1513,1
10/27/2025 8:44,21.15,0.625,20.1875,0.545,9.86125,32775,6350,5.2763,2.5575,125.323,2438.682,20.6188,2.5575,6.8575,20.6188,1.15,23.1763,1
10/27/2025 8:49,21.1375,0.625,20.1875,0.545,9.86125,32725,6310,5.2612,2.5538,125.323,2438.896,20.65,2.5538,6.8538,20.65,1.15,23.2038,1
10/27/2025 8:54,21.15,0.625,20.2,0.545,9.8675,32725,6285,5.2612,2.5538,125.323,2439.108,20.6625,2.5538,6.8538,20.6625,1.15,23.2163,1
10/27/2025 8:59,21.1375,0.625,20.1875,0.545,9.86125,32650,6295,5.2612,2.5425,125.323,2439.32,20.6813,2.5425,6.8425,20.6813,1.15,23.2238,1
10/27/2025 9:04,21.125,0.6375,20.2,0.5575,9.86125,32700,6250,5.2538,2.5387,125.323,2439.532,20.7063,2.5387,6.8387,20.7063,1.15,23.245,1
10/27/2025 9:09,21.125,0.6125,20.1875,0.5325,9.8675,32650,6235,5.2462,2.535,125.323,2439.744,20.725,2.535,6.835,20.725,1.15,23.26,1
10/27/2025 9:14,21.1125,0.6375,20.175,0.5575,9.84875,32800,6225,5.2462,2.5387,125.323,2439.956,20.7563,2.5387,6.8387,20.7563,1.15,23.295,1
10/27/2025 9:19,21.1125,0.6,20.1875,0.52,9.87375,32700,6240,5.2275,2.5275,125.323,2440.168,20.7813,2.5275,6.8275,20.7813,1.15,23.3088,1
10/27/2025 9:24,21.125,0.6125,20.175,0.5325,9.86125,32675,6220,5.2425,2.5275,125.323,2440.379,20.8625,2.5275,6.8275,20.8625,1.15,23.39,1
10/27/2025 9:29,21.125,0.6125,20.1625,0.5325,9.855,32675,6225,5.2462,2.5237,125.323,2440.589,20.8375,2.5237,6.8237,20.8375,1.15,23.3612,1
10/27/2025 9:34,21.1375,0.6125,20.175,0.5325,9.86125,32675,6235,5.2387,2.52,125.323,2440.8,20.7938,2.52,6.82,20.7938,1.15,23.3138,1
10/27/2025 9:39,21.1375,0.5625,20.1875,0.4825,9.8925,32775,6205,5.235,2.5162,125.323,2441.01,20.7813,2.5162,6.8162,20.7813,1.15,23.2975,1
10/27/2025 9:44,21.1375,0.6,20.1875,0.52,9.87375,32675,6190,5.2387,2.5162,125.323,2441.22,20.8313,2.5162,6.8162,20.8313,1.15,23.3475,1
10/27/2025 9:49,21.1125,0.6,20.1625,0.52,9.86125,32725,6190,5.235,2.5162,125.323,2441.431,20.8438,2.5162,6.8162,20.8438,1.15,23.36,1
10/27/2025 9:54,21.1125,0.6125,20.175,0.5325,9.86125,32800,6185,5.235,2.5088,125.323,2441.641,20.875,2.5088,6.8088,20.875,1.15,23.3838,1
10/27/2025 9:59,21.125,0.625,20.1875,0.545,9.86125,32650,6185,5.2162,2.5088,125.323,2441.85,20.9063,2.5088,6.8088,20.9063,1.15,23.4151,1
10/27/2025 10:04,21.0875,0.6,20.175,0.52,9.8675,32700,6165,5.235,2.5088,125.323,2442.059,20.9063,2.5088,6.8088,20.9063,1.15,23.4151,1
10/27/2025 10:09,21.0875,0.6,20.1625,0.52,9.86125,32775,6155,5.22,2.505,125.323,2442.268,20.9125,2.505,6.805,20.9125,1.15,23.4175,1
10/27/2025 10:14,21.0625,0.6,20.1625,0.52,9.86125,32675,6140,5.22,2.505,125.323,2442.477,20.9375,2.505,6.805,20.9375,1.15,23.4425,1
10/27/2025 10:19,21.0875,0.575,20.175,0.495,9.88,32800,6135,5.22,2.505,125.323,2442.686,20.975,2.505,6.805,20.975,1.15,23.48,1
10/27/2025 10:24,21.075,0.6125,20.1625,0.5325,9.855,32700,6135,5.2162,2.5012,125.323,2442.896,21.0063,2.5012,6.8012,21.0063,1.15,23.5075,1
10/27/2025 10:29,21.0875,0.625,20.1625,0.545,9.84875,32675,6145,5.205,2.505,125.323,2443.104,21.0063,2.505,6.805,21.0063,1.15,23.5113,1
10/27/2025 10:34,21.0875,0.6,20.1875,0.52,9.87375,32675,6135,5.2088,2.505,125.323,2443.313,21.0375,2.505,6.805,21.0375,1.15,23.5425,1
10/27/2025 10:39,21.0875,0.6,20.1625,0.52,9.86125,32725,6135,5.2162,2.505,125.323,2443.521,21.1625,2.505,6.805,21.1625,1.15,23.6675,1
10/27/2025 10:44,21.075,0.575,20.1375,0.495,9.86125,32650,6115,5.235,2.5237,125.323,2443.731,21.4375,2.5237,6.8237,21.4375,1.15,23.9612,1
10/27/2025 10:49,21.0625,0.6125,20.1375,0.5325,9.8425,32525,6140,5.2575,2.5425,125.323,2443.943,21.7375,2.5425,6.8425,21.7375,1.15,24.28,1
10/27/2025 10:54,21.05,0.6,20.125,0.52,9.8425,32425,6170,5.2612,2.565,125.323,2444.157,22.0125,2.565,6.865,22.0125,1.15,24.5775,1
10/27/2025 10:59,21.0375,0.6,20.125,0.52,9.8425,32425,6180,5.28,2.58,125.323,2444.371,22.1875,2.58,6.88,22.1875,1.15,24.7675,1
10/27/2025 11:04,21.0375,0.575,20.1125,0.495,9.84875,32425,6190,5.28,2.58,125.323,2444.586,22.3063,2.58,6.88,22.3063,1.15,24.8863,1
10/27/2025 11:09,21.0375,0.575,20.125,0.495,9.855,32400,6195,5.2837,2.5913,125.323,2444.801,22.3625,2.5913,6.8913,22.3625,1.15,24.9538,1
10/27/2025 11:14,21.0375,0.6125,20.125,0.5325,9.83625,32400,6215,5.2988,2.5913,125.323,2445.016,22.5438,2.5913,6.8913,22.5438,1.15,25.1351,1
10/27/2025 11:19,21,0.6,20.1125,0.52,9.83625,32400,6250,5.295,2.5913,125.323,2445.232,22.6688,2.5913,6.8913,22.6688,1.15,25.2601,1
10/27/2025 11:24,21,0.6125,20.1125,0.5325,9.83,32450,6240,5.2875,2.5913,125.323,2445.448,22.7063,2.5913,6.8913,22.7063,1.15,25.2976,1
10/27/2025 11:29,21.0125,0.6125,20.1125,0.5325,9.83,32475,6270,5.2875,2.5837,125.323,2445.665,22.7125,2.5837,6.8837,22.7125,1.15,25.2962,1
10/27/2025 11:34,21,0.575,20.1,0.495,9.8425,32475,6295,5.2875,2.5837,125.323,2445.881,22.7688,2.5837,6.8837,22.7688,1.15,25.3525,1
10/27/2025 11:39,21,0.6,20.1,0.52,9.83,32425,6285,5.2875,2.5913,125.323,2446.096,22.7813,2.5913,6.8913,22.7813,1.15,25.3726,1
10/27/2025 11:44,21,0.6125,20.1,0.5325,9.82375,32425,6270,5.295,2.5837,125.323,2446.311,22.7813,2.5837,6.8837,22.7813,1.15,25.365,1
10/27/2025 11:49,21,0.6125,20.1125,0.5325,9.83,32425,6270,5.295,2.5837,125.323,2446.526,22.7938,2.5837,6.8837,22.7938,1.15,25.3775,1
10/27/2025 11:54,21.0125,0.575,20.125,0.495,9.855,32400,6290,5.28,2.58,125.323,2446.742,22.8188,2.58,6.88,22.8188,1.15,25.3988,1
10/27/2025 11:59,21,0.6,20.1,0.52,9.83,32400,6275,5.2763,2.58,125.323,2446.957,22.825,2.58,6.88,22.825,1.15,25.405,1
10/27/2025 12:04,21,0.575,20.1125,0.495,9.84875,32475,6295,5.28,2.58,125.323,2447.172,22.8375,2.58,6.88,22.8375,1.15,25.4175,1
10/27/2025 12:09,20.9875,0.6,20.1125,0.52,9.83625,32575,6270,5.2763,2.58,125.323,2447.387,22.9,2.58,6.88,22.9,1.15,25.48,1
10/27/2025 12:14,21,0.6125,20.1,0.5325,9.82375,32450,6285,5.2837,2.58,125.323,2447.602,22.9125,2.58,6.88,22.9125,1.15,25.4925,1
10/27/2025 12:19,21,0.6,20.1125,0.52,9.83625,32425,6310,5.2837,2.5762,125.323,2447.817,22.9375,2.5762,6.8762,22.9375,1.15,25.5137,1
10/27/2025 12:24,20.9875,0.6,20.075,0.52,9.8175,32550,6285,5.2837,2.5762,125.323,2448.032,22.9875,2.5762,6.8762,22.9875,1.15,25.5637,1
10/27/2025 12:29,20.9875,0.575,20.1,0.495,9.8425,32475,6290,5.28,2.58,125.323,2448.247,23.0438,2.58,6.88,23.0438,1.15,25.6238,1
10/27/2025 12:34,20.95,0.5625,20.1,0.4825,9.84875,32525,6290,5.2875,2.5725,125.323,2448.462,23.1063,2.5725,6.8725,23.1063,1.15,25.6788,1
10/27/2025 12:39,21,0.575,20.1125,0.495,9.84875,32575,6310,5.28,2.5762,125.323,2448.677,23.1188,2.5762,6.8762,23.1188,1.15,25.695,1
10/27/2025 12:44,20.9875,0.6,20.075,0.52,9.8175,32575,6300,5.2725,2.5725,125.323,2448.891,23.175,2.5725,6.8725,23.175,1.15,25.7475,1
10/27/2025 12:49,20.975,0.6125,20.1,0.5325,9.82375,32450,6320,5.2725,2.565,125.323,2449.106,23.2188,2.565,6.865,23.2188,1.15,25.7838,1
10/27/2025 12:54,20.95,0.575,20.0625,0.495,9.82375,32600,6325,5.28,2.5762,125.323,2449.32,23.275,2.5762,6.8762,23.275,1.15,25.8512,1
10/27/2025 12:59,20.9875,0.6,20.075,0.52,9.8175,32575,6330,5.2837,2.5762,125.323,2449.534,23.3188,2.5762,6.8762,23.3188,1.15,25.895,1
10/27/2025 13:04,20.975,0.575,20.075,0.495,9.83,32550,6355,5.28,2.5725,125.323,2449.75,23.3813,2.5725,6.8725,23.3813,1.15,25.9538,1
10/27/2025 13:09,20.975,0.6,20.1,0.52,9.83,32575,6350,5.28,2.5762,125.323,2449.965,23.4188,2.5762,6.8762,23.4188,1.15,25.995,1
10/27/2025 13:14,20.9875,0.6,20.1125,0.52,9.83625,32525,6375,5.2837,2.58,125.323,2450.18,23.45,2.58,6.88,23.45,1.15,26.03,1
10/27/2025 13:19,20.9875,0.6,20.125,0.52,9.8425,32550,6390,5.2763,2.58,125.323,2450.395,23.4938,2.58,6.88,23.4938,1.15,26.0738,1
10/27/2025 13:24,20.95,0.6,20.1,0.52,9.83,32650,6370,5.2725,2.5725,125.323,2450.61,23.5438,2.5725,6.8725,23.5438,1.15,26.1163,1
10/27/2025 13:29,20.9875,0.575,20.1125,0.495,9.84875,32550,6390,5.2837,2.58,125.323,2450.825,23.6,2.58,6.88,23.6,1.15,26.18,1
10/27/2025 13:34,20.95,0.575,20.1,0.495,9.8425,32525,6365,5.2763,2.5762,125.323,2451.039,23.6438,2.5762,6.8762,23.6438,1.15,26.22,1
10/27/2025 13:39,20.95,0.6125,20.075,0.5325,9.81125,32550,6415,5.2763,2.5762,125.323,2451.254,23.6875,2.5762,6.8762,23.6875,1.15,26.2637,1
10/27/2025 13:44,20.975,0.6,20.1125,0.52,9.83625,32575,6425,5.265,2.5762,125.323,2451.469,23.725,2.5762,6.8762,23.725,1.15,26.3012,1
10/27/2025 13:49,20.95,0.6125,20.1,0.5325,9.82375,32550,6395,5.7075,2.5725,125.323,2451.684,23.7875,2.5725,6.8725,23.7875,1.15,26.36,1
10/27/2025 13:54,0.1375,0.525,0.025,0.445,-0.17,32600,325,0,0.0037,125.323,2451.765,23.8125,0.0037,4.3037,23.8125,1.15,23.8162,1
10/28/2025 8:15,21.2,0.575,20.2,0.495,9.8925,32800,6635,5.355,2.6513,125.323,2453.595,20.425,2.6513,6.9513,20.425,1.15,23.0763,1
10/28/2025 8:20,21.1875,0.575,20.225,0.495,9.905,32825,6585,5.3325,2.6175,125.323,2453.814,20.4438,2.6175,6.9175,20.4438,1.15,23.0613,1
10/28/2025 8:25,21.175,0.6,20.2375,0.52,9.89875,32775,6510,5.3025,2.595,125.323,2454.032,20.45,2.595,6.895,20.45,1.15,23.045,1
10/28/2025 8:30,21.175,0.6125,20.2,0.5325,9.87375,32825,6485,5.2837,2.58,125.323,2454.248,20.5438,2.58,6.88,20.5438,1.15,23.1238,1
10/28/2025 8:35,21.175,0.6125,20.225,0.5325,9.88625,32725,6430,5.295,2.5762,125.323,2454.463,20.5875,2.5762,6.8762,20.5875,1.15,23.1637,1
10/28/2025 8:40,21.175,0.6,20.225,0.52,9.8925,32725,6430,5.2763,2.5762,125.323,2454.678,20.6375,2.5762,6.8762,20.6375,1.15,23.2137,1
10/28/2025 8:45,21.1375,0.6,20.2,0.52,9.88,32725,6390,5.2763,2.5612,125.323,2454.892,20.7125,2.5612,6.8612,20.7125,1.15,23.2737,1
10/28/2025 8:50,21.15,0.625,20.2375,0.545,9.88625,32825,6355,5.2763,2.5575,125.323,2455.106,20.7563,2.5575,6.8575,20.7563,1.15,23.3138,1
10/28/2025 8:55,21.1375,0.6,20.2,0.52,9.88,32800,6370,5.265,2.5575,125.323,2455.318,20.7938,2.5575,6.8575,20.7938,1.15,23.3513,1
10/28/2025 9:00,21.125,0.625,20.2,0.545,9.8675,32775,6325,5.2612,2.5538,125.323,2455.531,20.8188,2.5538,6.8538,20.8188,1.15,23.3726,1
10/28/2025 9:05,21.125,0.6125,20.2,0.5325,9.87375,32725,6325,5.2612,2.5425,125.323,2455.744,20.875,2.5425,6.8425,20.875,1.15,23.4175,1
10/28/2025 9:10,21.1125,0.6,20.1875,0.52,9.87375,32725,6300,5.2612,2.5463,125.323,2455.957,20.8813,2.5463,6.8463,20.8813,1.15,23.4276,1
10/28/2025 9:15,21.1125,0.575,20.2,0.495,9.8925,32700,6295,5.2575,2.5387,125.323,2456.169,20.9125,2.5387,6.8387,20.9125,1.15,23.4512,1
10/28/2025 9:20,21.1125,0.575,20.1875,0.495,9.88625,32825,6310,5.2575,2.535,125.323,2456.38,20.925,2.535,6.835,20.925,1.15,23.46,1
10/28/2025 9:25,21.0875,0.6125,20.1875,0.5325,9.8675,32850,6285,5.2387,2.5275,125.323,2456.592,20.9563,2.5275,6.8275,20.9563,1.15,23.4838,1
10/28/2025 9:30,21.0875,0.575,20.2,0.495,9.8925,32775,6260,5.2462,2.5275,125.323,2456.801,20.9875,2.5275,6.8275,20.9875,1.15,23.515,1
10/28/2025 9:35,21.0875,0.575,20.1875,0.495,9.88625,32850,6260,5.2387,2.5275,125.323,2457.012,20.9313,2.5275,6.8275,20.9313,1.15,23.4588,1
10/28/2025 9:40,21.1125,0.575,20.2,0.495,9.8925,32725,6220,5.2387,2.5162,125.323,2457.223,20.925,2.5162,6.8162,20.925,1.15,23.4412,1
10/28/2025 9:45,21.0875,0.6,20.1875,0.52,9.87375,32825,6260,5.2275,2.52,125.323,2457.433,21.0688,2.52,6.82,21.0688,1.15,23.5888,1
10/28/2025 9:50,21.075,0.575,20.175,0.495,9.88,32450,6210,5.2763,2.565,125.323,2457.645,21.525,2.565,6.865,21.525,1.15,24.09,1
10/28/2025 9:55,21.05,0.6,20.1625,0.52,9.86125,32375,6165,5.3175,2.6138,125.323,2457.861,21.8813,2.6138,6.9138,21.8813,1.15,24.4951,1
10/28/2025 10:00,21.05,0.575,20.1625,0.495,9.87375,32275,6220,5.3062,2.5987,125.323,2458.079,21.8688,2.5987,6.8987,21.8688,1.15,24.4675,1
10/28/2025 10:05,21.05,0.6125,20.125,0.5325,9.83625,32425,6210,5.3025,2.595,125.323,2458.294,21.8938,2.595,6.895,21.8938,1.15,24.4888,1
10/28/2025 10:10,21.05,0.6,20.1375,0.52,9.84875,32475,6240,5.295,2.5837,125.323,2458.511,21.9063,2.5837,6.8837,21.9063,1.15,24.49,1
10/28/2025 10:15,21.05,0.575,20.1375,0.495,9.86125,32525,6210,5.3025,2.5837,125.323,2458.726,21.9375,2.5837,6.8837,21.9375,1.15,24.5212,1
10/28/2025 10:20,21.05,0.6,20.1375,0.52,9.84875,32375,6215,5.2988,2.5837,125.323,2458.941,21.9625,2.5837,6.8837,21.9625,1.15,24.5462,1
10/28/2025 10:25,21.05,0.6,20.125,0.52,9.8425,32425,6240,5.2988,2.5837,125.323,2459.157,21.9938,2.5837,6.8837,21.9938,1.15,24.5775,1
10/28/2025 10:30,21.0375,0.6125,20.1375,0.5325,9.8425,32425,6210,5.2875,2.58,125.323,2459.372,22.025,2.58,6.88,22.025,1.15,24.605,1
10/28/2025 10:35,21.05,0.575,20.1375,0.495,9.86125,32525,6215,5.2875,2.5762,125.323,2459.587,22.075,2.5762,6.8762,22.075,1.15,24.6512,1
10/28/2025 10:40,21.0375,0.575,20.1625,0.495,9.87375,32450,6210,5.28,2.58,125.323,2459.801,22.1188,2.58,6.88,22.1188,1.15,24.6988,1
10/28/2025 10:45,21.05,0.6,20.1375,0.52,9.84875,32450,6235,5.2837,2.58,125.323,2460.017,22.1438,2.58,6.88,22.1438,1.15,24.7238,1
10/28/2025 10:50,21.0125,0.575,20.125,0.495,9.855,32450,6240,5.2875,2.5725,125.323,2460.232,22.1813,2.5725,6.8725,22.1813,1.15,24.7538,1
10/28/2025 10:55,21.05,0.6,20.1375,0.52,9.84875,32550,6225,5.28,2.58,125.323,2460.447,22.2188,2.58,6.88,22.2188,1.15,24.7988,1
10/28/2025 11:00,21.0375,0.575,20.1375,0.495,9.86125,32425,6240,5.2763,2.5762,125.323,2460.661,22.2813,2.5762,6.8762,22.2813,1.15,24.8575,1
10/28/2025 11:05,21.0375,0.575,20.1375,0.495,9.86125,32575,6260,5.28,2.565,125.323,2460.876,22.3125,2.565,6.865,22.3125,1.15,24.8775,1
10/28/2025 11:10,21,0.575,20.125,0.495,9.855,32450,6250,5.2763,2.5725,125.323,2461.09,22.375,2.5725,6.8725,22.375,1.15,24.9475,1
10/28/2025 11:15,21,0.575,20.125,0.495,9.855,32550,6245,5.2725,2.5725,125.323,2461.305,22.4188,2.5725,6.8725,22.4188,1.15,24.9913,1
10/28/2025 11:20,21.0125,0.6,20.1375,0.52,9.84875,32600,6240,5.265,2.5612,125.323,2461.519,22.4563,2.5612,6.8612,22.4563,1.15,25.0175,1
10/28/2025 11:25,20.9875,0.575,20.125,0.495,9.855,32450,6260,5.2725,2.565,125.323,2461.733,22.5125,2.565,6.865,22.5125,1.15,25.0775,1
10/28/2025 11:30,20.975,0.575,20.1,0.495,9.8425,32475,6275,5.265,2.5612,125.323,2461.947,22.5313,2.5612,6.8612,22.5313,1.15,25.0925,1
10/28/2025 11:35,20.9875,0.575,20.1125,0.495,9.84875,32575,6260,5.2725,2.5612,125.323,2462.16,22.5813,2.5612,6.8612,22.5813,1.15,25.1425,1
10/28/2025 11:40,20.9875,0.5625,20.125,0.4825,9.86125,32550,6275,5.28,2.565,125.323,2462.374,22.6063,2.565,6.865,22.6063,1.15,25.1713,1
10/28/2025 11:45,21,0.5625,20.1375,0.4825,9.8675,32600,6300,5.2763,2.5612,125.323,2462.588,22.6125,2.5612,6.8612,22.6125,1.15,25.1737,1
10/28/2025 11:50,20.9875,0.6,20.125,0.52,9.8425,32525,6250,5.265,2.565,125.323,2462.802,22.6563,2.565,6.865,22.6563,1.15,25.2213,1
10/28/2025 11:55,21,0.6,20.1375,0.52,9.84875,32600,6260,5.2725,2.565,125.323,2463.016,22.675,2.565,6.865,22.675,1.15,25.24,1
10/28/2025 12:00,21,0.6,20.125,0.52,9.8425,32475,6270,5.2725,2.5612,125.323,2463.23,22.6875,2.5612,6.8612,22.6875,1.15,25.2487,1
10/28/2025 12:05,21,0.55,20.125,0.47,9.8675,32575,6275,5.2575,2.5612,125.323,2463.444,22.7313,2.5612,6.8612,22.7313,1.15,25.2925,1
10/28/2025 12:10,20.9875,0.5625,20.125,0.4825,9.86125,32475,6275,5.2725,2.5612,125.323,2463.657,22.7813,2.5612,6.8612,22.7813,1.15,25.3425,1
10/28/2025 12:15,20.9875,0.5625,20.125,0.4825,9.86125,32525,6295,5.2725,2.5612,125.323,2463.871,22.8063,2.5612,6.8612,22.8063,1.15,25.3675,1
10/28/2025 12:20,21,0.6,20.125,0.52,9.8425,32675,6300,5.265,2.5575,125.323,2464.085,22.85,2.5575,6.8575,22.85,1.15,25.4075,1
10/28/2025 12:25,20.9875,0.575,20.125,0.495,9.855,32475,6300,5.265,2.5612,125.323,2464.298,22.9063,2.5612,6.8612,22.9063,1.15,25.4675,1
10/28/2025 12:30,20.975,0.5625,20.125,0.4825,9.86125,32575,6310,5.2612,2.5575,125.323,2464.512,22.95,2.5575,6.8575,22.95,1.15,25.5075,1
10/28/2025 12:35,20.975,0.5625,20.1125,0.4825,9.855,32575,6300,5.2538,2.5612,125.323,2464.725,22.9938,2.5612,6.8612,22.9938,1.15,25.555,1
10/28/2025 12:40,20.975,0.55,20.1,0.47,9.855,32550,6325,5.2538,2.5575,125.323,2464.938,23.0313,2.5575,6.8575,23.0313,1.15,25.5888,1
10/28/2025 12:45,20.975,0.55,20.1,0.47,9.855,32675,6310,5.2575,2.5575,125.323,2465.151,23.075,2.5575,6.8575,23.075,1.15,25.6325,1
10/28/2025 12:50,20.975,0.5625,20.1,0.4825,9.84875,32550,6320,5.2612,2.5538,125.323,2465.365,23.1188,2.5538,6.8538,23.1188,1.15,25.6726,1
10/28/2025 12:55,20.95,0.575,20.1,0.495,9.8425,32725,6350,5.2538,2.5538,125.323,2465.577,23.1688,2.5538,6.8538,23.1688,1.15,25.7226,1
10/28/2025 13:00,20.95,0.575,20.1,0.495,9.8425,32675,6345,5.2612,2.5538,125.323,2465.79,23.225,2.5538,6.8538,23.225,1.15,25.7788,1
10/28/2025 13:05,20.9375,0.575,20.1,0.495,9.8425,32600,6370,5.2612,2.5612,125.323,2466.004,23.2438,2.5612,6.8612,23.2438,1.15,25.805,1
10/28/2025 13:10,20.9375,0.55,20.075,0.47,9.8425,32675,6375,5.2462,2.5575,125.323,2466.217,23.3063,2.5575,6.8575,23.3063,1.15,25.8638,1
10/28/2025 13:15,20.9375,0.575,20.1,0.495,9.8425,32650,6355,5.2575,2.5575,125.323,2466.43,23.3313,2.5575,6.8575,23.3313,1.15,25.8888,1
10/28/2025 13:20,20.95,0.575,20.1,0.495,9.8425,32700,6370,5.2575,2.5575,125.323,2466.643,23.3938,2.5575,6.8575,23.3938,1.15,25.9513,1
10/28/2025 13:25,20.9375,0.55,20.0625,0.47,9.83625,32600,6365,5.2575,2.5463,125.323,2466.857,23.4438,2.5463,6.8463,23.4438,1.15,25.9901,1
10/28/2025 13:30,20.9375,0.6,20.0625,0.52,9.81125,32650,6395,5.2425,2.5538,125.323,2467.07,23.4813,2.5538,6.8538,23.4813,1.15,26.0351,1
10/28/2025 13:35,20.925,0.575,20.075,0.495,9.83,32575,6370,5.2612,2.5575,125.323,2467.283,23.5375,2.5575,6.8575,23.5375,1.15,26.095,1
10/28/2025 13:40,20.925,0.575,20.1,0.495,9.8425,32700,6405,5.2575,2.5575,125.323,2467.496,23.5875,2.5575,6.8575,23.5875,1.15,26.145,1
10/28/2025 13:45,0.925,0.475,0.7625,0.395,0.22375,32650,355,0,0,125.323,2467.647,23.5688,0,4.3,23.5688,1.15,23.5688,1
10/29/2025 8:07,21.2,0.5375,20.225,0.4575,9.92375,32775,6545,5.4037,2.6812,125.323,2469.372,20.2063,2.6812,6.9812,20.2063,1.15,22.8875,1
